filename,original_class,psa_mean_power,psa_low_high_ratio,psa_prelim_class_guess,error
1237651758284999309.jpg,STAR,187569253.62265223,21.0940539744688,STAR,
1237651758285002208.jpg,STAR,347104171.4676452,60.955066395319676,STAR,
1237651758285002210.jpg,STAR,330410788.4420928,68.36389039255889,STAR,
1237651758284997810.jpg,STAR,888772522.7399321,86.73906984547264,STAR,
1237651758285001769.jpg,STAR,287990626.5308757,24.73326239970393,STAR,
1237651758284996874.jpg,STAR,1046015635.3359334,34.301331283827615,STAR,
1237651758284999293.jpg,STAR,206934424.9480598,18.530924262223262,STAR,
1237651758285001768.jpg,STAR,403272561.16730773,18.430299058311437,STAR,
1237651758285002209.jpg,STAR,197458336.7500343,14.393693130808593,STAR,
1237651758284996808.jpg,STAR,2371111338.665241,70.46217602924698,STAR,
1237651758284997814.jpg,STAR,237040003.1759617,27.823073393342483,STAR,
1237651758284999292.jpg,STAR,225858695.2931829,17.479782908889128,STAR,
1237651758284997799.jpg,STAR,996024783.6115711,66.42496679757572,STAR,
1237651758284996861.jpg,STAR,1512354665.3374658,36.31228647581745,STAR,
1237651758285001760.jpg,STAR,709622157.7418988,49.46303197175914,STAR,
1237651758284996809.jpg,STAR,2012343262.8219392,112.05294052569846,STAR,
1237651758285001761.jpg,STAR,804381424.3793907,47.09517170127828,STAR,
1237651758284996875.jpg,STAR,832573415.8340356,36.316790042987016,STAR,
1237651758285001719.jpg,STAR,111396870.4513147,15.635366819762003,STAR,
1237651758284997806.jpg,STAR,382472209.2557959,23.753248471773897,STAR,
1237651758284996866.jpg,STAR,1050189710.9154625,40.08540612049451,STAR,
1237651758284997835.jpg,STAR,363245986.1742346,24.46970192585881,STAR,
1237651758284996826.jpg,STAR,1476703108.1586037,35.83526359785005,STAR,
1237651758284997764.jpg,STAR,253051636.24670252,32.193125919370566,STAR,
1237651758284996865.jpg,STAR,2389210825.3958454,55.917653895603095,STAR,
1237651758284997784.jpg,STAR,802933731.646959,53.299651399440215,STAR,
1237651758284997786.jpg,STAR,555625167.1699127,51.770117207851506,STAR,
1237651758284996851.jpg,STAR,713261736.9604932,35.85422149368419,STAR,
1237651758284997762.jpg,STAR,1598267065.3115022,70.0212160960255,STAR,
1237651758284996805.jpg,STAR,1895415774.3276227,108.65068332726788,STAR,
1237651758284996854.jpg,STAR,1147280976.8269205,126.99985507337243,STAR,
1237651758284997708.jpg,STAR,845973244.8920454,61.47132554051137,STAR,
1237651758285001718.jpg,STAR,101242277.02003376,16.72618440561203,STAR,
1237651758284999297.jpg,STAR,181567207.011249,19.519847913211095,STAR,
1237651758285001695.jpg,STAR,250674029.2482402,21.99570524482086,STAR,
1237651758284996857.jpg,STAR,2316177224.3149996,90.90064872361417,STAR,
1237651758284996825.jpg,STAR,222163006.61534837,15.358026168441718,STAR,
1237651758285001032.jpg,STAR,265166637.62076968,17.374668166607528,STAR,
1237651758284996839.jpg,STAR,1031543149.4568392,33.12081430777188,STAR,
1237651758284999299.jpg,STAR,136431363.58976206,19.53901794815694,STAR,
1237651758284997813.jpg,STAR,659479559.3756387,51.65479942597004,STAR,
1237651758284999295.jpg,STAR,121247252.18833047,19.62417011041041,STAR,
1237651758284996823.jpg,STAR,1960238469.3259344,78.86535924996505,STAR,
1237651758284996834.jpg,STAR,983964793.9271772,24.587878650680373,STAR,
1237651758285002455.jpg,STAR,75596325.94599818,11.149324844192355,STAR,
1237651758285001698.jpg,STAR,112004244.46414734,22.37340935394807,STAR,
1237651758284997690.jpg,STAR,1170446296.4344866,145.2992275074802,STAR,
1237651758284997725.jpg,STAR,972808818.707009,172.82192735039467,STAR,
1237651758284997696.jpg,STAR,1176432318.6795735,83.2540932521807,STAR,
1237651758285001694.jpg,STAR,105720994.57082394,17.287218889583166,STAR,
1237651758284999291.jpg,STAR,163788398.97836387,17.7316970621248,STAR,
1237651758285001818.jpg,STAR,340005670.20864516,23.741626417424065,STAR,
1237651758284997703.jpg,STAR,1104830377.3753293,103.71672828532184,STAR,
1237651758285001696.jpg,STAR,105680799.94240926,16.76786389219324,STAR,
1237651758284996821.jpg,STAR,506611662.66616815,28.0975194368778,STAR,
1237651758284996878.jpg,STAR,1589064972.4922392,68.74478105539102,STAR,
1237651758284997720.jpg,STAR,525777645.10641724,40.72866046820479,STAR,
1237651758284997821.jpg,STAR,1824197638.0794482,77.03432365404856,STAR,
1237651758284996829.jpg,STAR,1132147724.8438034,33.67926886255879,STAR,
1237651758284997831.jpg,STAR,701668127.781973,40.14309067101045,STAR,
1237651758284999305.jpg,STAR,106741740.4235499,14.562344141702443,STAR,
1237651758284997793.jpg,STAR,689482471.8277946,51.648103468888095,STAR,
1237651758284997825.jpg,STAR,1815294871.0684693,74.25822776866254,STAR,
1237651758285001697.jpg,STAR,73919390.15981029,20.249221229274664,STAR,
1237651758285001815.jpg,STAR,450069376.2587084,24.09399442285177,STAR,
1237651758284996877.jpg,STAR,387143974.0698476,21.934407980665977,STAR,
1237651758284999310.jpg,STAR,278835496.2824914,32.26853723475547,STAR,
1237651758284997828.jpg,STAR,510497579.068199,32.75352795145517,STAR,
1237651758284997756.jpg,STAR,707289688.2022463,27.81794949221578,STAR,
1237651758284996867.jpg,STAR,551153409.895597,26.97235251767148,STAR,
1237651758284999311.jpg,STAR,247165965.24256557,26.69016444312313,STAR,
1237651758284997809.jpg,STAR,794398165.2280871,40.81312448846514,STAR,
1237651758284996872.jpg,STAR,909952017.916244,41.451926055742774,STAR,
1237651758285002176.jpg,STAR,666233046.0710535,30.57535791680581,STAR,
1237651758284999303.jpg,STAR,342145865.6997612,30.659505512024975,STAR,
1237651758285001816.jpg,STAR,345301063.8922591,23.115819965166015,STAR,
1237651758285001817.jpg,STAR,275187222.87271,21.68005790930226,STAR,
1237651758284997778.jpg,STAR,346761166.78031224,19.80841975157908,STAR,
1237651758284999306.jpg,STAR,162328531.1203302,24.068976917272167,STAR,
1237651758284997772.jpg,STAR,747986748.6286412,36.85867699450897,STAR,
1237651758284997775.jpg,STAR,662381599.1614665,61.44242099080463,STAR,
1237651758284997763.jpg,STAR,512394808.6240645,18.963907546958154,STAR,
1237651758284999222.jpg,STAR,149325252.0084117,18.568694627264787,STAR,
1237651758284997776.jpg,STAR,1837263530.874605,70.10765138299274,STAR,
1237651758284997710.jpg,STAR,1109396044.0276654,73.55937410845745,STAR,
1237651758284996859.jpg,STAR,498582135.09747106,36.24134326335524,STAR,
1237651758285001665.jpg,STAR,69554097.37595864,11.560469762685264,STAR,
1237651758284999298.jpg,STAR,230805388.21718395,32.05418610219231,STAR,
1237651758284999289.jpg,STAR,235752811.75847423,37.905705731484886,STAR,
1237651758284997820.jpg,STAR,642651816.1502109,36.038850326411804,STAR,
1237651758284997794.jpg,STAR,1509749568.0920286,81.61436561783721,STAR,
1237651758284997754.jpg,STAR,877107881.2615826,52.30025742043829,STAR,
1237651758284999294.jpg,STAR,269707606.73833287,37.09730827162204,STAR,
1237651758284997722.jpg,STAR,1052722002.4392538,129.37828984362068,STAR,
1237651758284997781.jpg,STAR,662443859.5334576,25.340840452549067,STAR,
1237651758284999224.jpg,STAR,211426603.21368194,17.802834986275066,STAR,
1237651758284996816.jpg,STAR,518401597.25785375,46.698174341200286,STAR,
1237651758285001663.jpg,STAR,133123815.32136792,40.989707924667655,STAR,
1237651758285001662.jpg,STAR,118805816.45491078,35.86020343648114,STAR,
1237651758284999220.jpg,STAR,335322184.2944117,42.45151435873139,STAR,
1237651758284999308.jpg,STAR,216408868.02094868,35.198731543149094,STAR,
1237651758285001602.jpg,STAR,248039980.59311387,11.762676334629855,STAR,
1237651758284999302.jpg,STAR,194343107.56883356,30.431634823947654,STAR,
1237651758284997822.jpg,STAR,1021861507.0505197,48.97695818694746,STAR,
1237651758284997718.jpg,STAR,987365825.6589284,117.0797814594973,STAR,
1237651758284997827.jpg,STAR,444428044.09018314,36.890791772894566,STAR,
1237651758284999307.jpg,STAR,228606173.6966476,38.18561595199487,STAR,
1237651758285001678.jpg,STAR,152390645.55632445,19.85411073923502,STAR,
1237651758284999225.jpg,STAR,250799174.55178666,67.66489495457004,STAR,
1237651758284997830.jpg,STAR,262386453.56267726,20.70993777028088,STAR,
1237651758285001603.jpg,STAR,356928906.022927,16.326244990473818,STAR,
1237651758284997702.jpg,STAR,217424279.7217322,17.870739471629182,STAR,
1237651758284996868.jpg,STAR,621262881.1964579,46.454336088946654,STAR,
1237651758284997716.jpg,STAR,245378376.70239267,27.640932841778266,STAR,
1237651758284996879.jpg,STAR,699785069.1558713,30.494864664757195,STAR,
1237651758284996885.jpg,STAR,571044183.2303525,43.46541952938184,STAR,
1237651758284996862.jpg,STAR,721018840.186519,31.39080608464231,STAR,
1237651758284997691.jpg,STAR,961979947.8697555,176.88682990572985,STAR,
1237651758284999300.jpg,STAR,300785503.53826547,30.127934057254596,STAR,
1237651758284996818.jpg,STAR,287169215.8596672,38.382831611423335,STAR,
1237651758284997789.jpg,STAR,687426708.3983756,30.126806593928542,STAR,
1237651758284997700.jpg,STAR,971326507.691753,79.87633153887836,STAR,
1237651758284997783.jpg,STAR,936071024.3610262,51.88759796086425,STAR,
1237651758284999296.jpg,STAR,339066242.1304892,38.89753856681173,STAR,
1237651758284996844.jpg,STAR,602236970.391292,45.727880197282715,STAR,
1237651758284997712.jpg,STAR,949505982.1701515,157.10131810258108,STAR,
1237651758284997714.jpg,STAR,267407406.00750947,27.523198491299347,STAR,
1237651758284997836.jpg,STAR,196196495.46399105,27.630294899254203,STAR,
1237651758285002200.jpg,STAR,360839539.56945604,36.958386283968686,STAR,
1237651758284997711.jpg,STAR,527190380.1584446,37.18924563119008,STAR,
1237651758285001821.jpg,STAR,110996422.49242385,9.701468934641193,STAR,
1237651758284997790.jpg,STAR,438131781.26965165,22.845036067395448,STAR,
1237651758284934761.jpg,STAR,1239814793.727644,29.671342959523965,STAR,
1237651758285001721.jpg,STAR,151284236.616427,29.40338303978922,STAR,
1237651758285001822.jpg,STAR,158242802.8638643,18.412833797375914,STAR,
1237651758284999221.jpg,STAR,348821053.3207761,53.320517963784944,STAR,
1237651758284997773.jpg,STAR,342683371.5372499,13.373075025942429,STAR,
1237651758284996776.jpg,STAR,300130555.74195445,30.36336279164077,STAR,
1237651758284934787.jpg,STAR,1049460696.0673761,50.307168058742874,STAR,
1237651758284997792.jpg,STAR,288414310.9329687,19.20744296037884,STAR,
1237651758284996843.jpg,STAR,297071071.31868994,31.370472321593937,STAR,
1237651758284997695.jpg,STAR,1079829536.5029101,106.15842359107121,STAR,
1237651758284996787.jpg,STAR,1456292507.611069,151.6239476175999,STAR,
1237651758284996785.jpg,STAR,1563699120.0289497,80.7106941688719,STAR,
1237651758284997766.jpg,STAR,565340274.4957801,30.079615710431185,STAR,
1237651758284999601.jpg,STAR,264878640.85719848,21.010196187713785,STAR,
1237651758284934805.jpg,STAR,973914067.474133,62.73274648869313,STAR,
1237651758284997782.jpg,STAR,630133085.3672496,30.77305659338307,STAR,
1237651758284997770.jpg,STAR,519012557.7140738,44.20757068928462,STAR,
1237651758284934762.jpg,STAR,736680494.6415452,28.17911587893998,STAR,
1237651758285000935.jpg,STAR,134802505.0603323,15.16889259310305,STAR,
1237651758284996774.jpg,STAR,1692670288.4541287,152.45478304520304,STAR,
1237651758285001837.jpg,STAR,184477392.10949212,16.89510912787727,STAR,
1237651758284934758.jpg,STAR,1272897788.6625266,66.19870596824568,STAR,
1237651758284997832.jpg,STAR,401119566.557931,58.014947676710754,STAR,
1237651758285000934.jpg,STAR,141381701.55506808,18.008187391527475,STAR,
1237651758284996790.jpg,STAR,1579895685.3874857,83.73046060974639,STAR,
1237651758284996784.jpg,STAR,1514812099.7265148,150.45384662671023,STAR,
1237651758284996819.jpg,STAR,306915351.2442918,32.11802966113692,STAR,
1237651758285001839.jpg,STAR,250296814.22764915,19.045120689772414,STAR,
1237651758284934776.jpg,STAR,1098265668.7824135,33.78468527007606,STAR,
1237651758285001040.jpg,STAR,196565268.23054436,18.712548388953042,STAR,
1237651758285001840.jpg,STAR,244456686.6886003,17.750224130491123,STAR,
1237651758285000933.jpg,STAR,172982781.53425297,22.862601325009358,STAR,
1237651758284997837.jpg,STAR,329839047.65937525,20.060692448390725,STAR,
1237651758284997715.jpg,STAR,783205511.3325013,54.189254999339525,STAR,
1237651758284997760.jpg,STAR,151926521.8652962,48.64324964556173,STAR,
1237651758284934759.jpg,STAR,847230102.2146888,25.952998271264658,STAR,
1237651758285001838.jpg,STAR,160084838.17288494,21.847513282173747,STAR,
1237651758285000976.jpg,STAR,129130820.90681547,25.758197995356404,STAR,
1237651758285001039.jpg,STAR,247467101.1844697,16.044600368389435,STAR,
1237651758284934768.jpg,STAR,704039587.0575279,25.95217015626232,STAR,
1237651758284999269.jpg,STAR,111593761.7359436,27.541248802692735,STAR,
1237651758285001042.jpg,STAR,265844817.1862965,22.34233022402645,STAR,
1237651758284934772.jpg,STAR,417085960.19087446,17.641487988846503,STAR,
1237651758284999268.jpg,STAR,100046879.01257637,38.16894961684522,STAR,
1237651758284997815.jpg,STAR,297197859.45865273,18.737967231743472,STAR,
1237651758284996775.jpg,STAR,410297737.36410415,30.21661165179383,STAR,
1237651758284934803.jpg,STAR,577813090.4540987,35.705696555690565,STAR,
1237651758284996772.jpg,STAR,2056291557.0070944,105.89340973491944,STAR,
1237651758284934788.jpg,STAR,382389625.20789295,18.338166581091503,STAR,
1237651758284997724.jpg,STAR,655632896.026718,35.93924477336106,STAR,
1237651758284999270.jpg,STAR,133348934.79883146,34.54865787215991,STAR,
1237651758284997840.jpg,STAR,258421382.36930516,23.043019508894314,STAR,
1237651758284934750.jpg,STAR,1092548155.1438022,34.18157907762911,STAR,
1237651758285000979.jpg,STAR,183871659.66944155,22.65691103929803,STAR,
1237651758284934748.jpg,STAR,968819655.0867544,29.286523965207184,STAR,
1237651758284997697.jpg,STAR,718996573.1923512,42.192151163727964,STAR,
1237651758285000975.jpg,STAR,170043130.9555274,34.4936981850366,STAR,
1237651758285001041.jpg,STAR,303821591.63871664,29.95995161848697,STAR,
1237651758284996792.jpg,STAR,2490458721.2519083,131.6341563413684,STAR,
1237651758284934795.jpg,STAR,301894859.94866586,18.17155681227544,STAR,
1237651758284934752.jpg,STAR,1011899114.4687203,32.78834327830629,STAR,
1237651758284999650.jpg,STAR,321504449.63085914,33.39392644500826,STAR,
1237651758284934775.jpg,STAR,771148122.8663255,27.34881602791389,STAR,
1237651758284999697.jpg,STAR,303525689.0092302,45.397420410168564,STAR,
1237651758284934783.jpg,STAR,539709940.1020433,16.81949566381971,STAR,
1237651758285002483.jpg,STAR,191181226.06242648,23.079435108957043,STAR,
1237651758284934749.jpg,STAR,570875912.0856537,37.78002105236265,STAR,
1237651758284999216.jpg,STAR,130625619.00858277,30.947856359979554,STAR,
1237651758284934800.jpg,STAR,409004516.3038715,19.167248970397356,STAR,
1237651758284997801.jpg,STAR,266825485.00310093,15.627783942067786,STAR,
1237651758284999651.jpg,STAR,356066392.7797196,28.101073859309555,STAR,
1237651758284999654.jpg,STAR,343356782.3274863,22.393443987011906,STAR,
1237651758284999271.jpg,STAR,109893558.96103871,37.86882969104804,STAR,
1237651758284936600.jpg,STAR,186082419.8869271,13.027605569925218,STAR,
1237651758284997699.jpg,STAR,745477176.9658691,40.84520507327224,STAR,
1237651758284997808.jpg,STAR,206850219.707785,18.71350214144109,STAR,
1237651758284934792.jpg,STAR,644945581.2795565,32.75464806368077,STAR,
1237651758284997861.jpg,STAR,550915829.7927061,29.657931000198843,STAR,
1237651758284996780.jpg,STAR,2434556630.025916,143.12301288450894,STAR,
1237651758284936168.jpg,STAR,140144935.90246215,25.34473730612643,STAR,
1237651758284999656.jpg,STAR,449757006.04678756,45.15972152332635,STAR,
1237651758284996786.jpg,STAR,1022657447.4039319,79.70241876994042,STAR,
1237651758284999653.jpg,STAR,424915913.65144837,41.779550179852194,STAR,
1237651758284997803.jpg,STAR,206638673.01385063,22.731015758989518,STAR,
1237651758284934763.jpg,STAR,505240370.3836777,31.57569375214677,STAR,
1237651758284999698.jpg,STAR,367161663.44392717,29.135388960753822,STAR,
1237651758284997853.jpg,STAR,599800597.701598,36.73581480029595,STAR,
1237651758284999655.jpg,STAR,251640076.80917707,21.358509854306337,STAR,
1237651758285001660.jpg,STAR,236738206.15287638,35.9288585078976,STAR,
1237651758285002265.jpg,STAR,298786571.6473279,19.56137418188447,STAR,
1237651758284999214.jpg,STAR,124078551.198113,26.646293618983144,STAR,
1237651758284996783.jpg,STAR,2427839919.81298,96.71232408308501,STAR,
1237651758284997777.jpg,STAR,224136491.78786874,18.54136809908556,STAR,
1237651758284934774.jpg,STAR,539938452.7519823,28.28076666861596,STAR,
1237651758284997852.jpg,STAR,592758892.531239,37.833217307477135,STAR,
1237651758284997723.jpg,STAR,673053161.648037,60.65079462190136,STAR,
1237651758284999652.jpg,STAR,453628145.38951045,37.598519699026106,STAR,
1237651758284933112.jpg,STAR,152951224.50280285,22.793166637374107,STAR,
1237651758284997866.jpg,STAR,901067346.8410662,21.927779202195442,STAR,
1237651758284996778.jpg,STAR,2355464382.309889,100.94752410104383,STAR,
1237651758285000977.jpg,STAR,179141003.24994844,29.156670650934842,STAR,
1237651758285001045.jpg,STAR,475593077.66618675,36.775911921063546,STAR,
1237651758284934755.jpg,STAR,533201858.02645135,32.07067357806381,STAR,
1237651758284997709.jpg,STAR,933702795.1864567,53.458924600251095,STAR,
1237651758285001046.jpg,STAR,469780579.77994287,20.771691897617224,STAR,
1237651758284997856.jpg,STAR,624957639.6743,37.39635497798766,STAR,
1237651758285001851.jpg,STAR,281458675.6418006,20.562673730347676,STAR,
1237651758284996779.jpg,STAR,1979739223.917001,87.2293606878583,STAR,
1237651758284997694.jpg,STAR,938797576.0518798,53.395225318905396,STAR,
1237651758284997704.jpg,STAR,1011114576.3690581,42.810550143387104,STAR,
1237651758284933113.jpg,STAR,183492864.74734044,17.283252953723284,STAR,
1237651758285001636.jpg,STAR,324906430.9870948,28.645991986658423,STAR,
1237651758284999215.jpg,STAR,109457748.42018704,26.87460217331538,STAR,
1237651758285002454.jpg,STAR,141945141.97664276,29.63208191914509,STAR,
1237651758284934779.jpg,STAR,778967368.9097648,47.324501539185455,STAR,
1237651758284999217.jpg,STAR,106841180.0830429,20.222539296947847,STAR,
1237651758284999058.jpg,STAR,153621390.79241368,34.61246108674285,STAR,
1237651758284934799.jpg,STAR,122900260.1258444,13.327598403440996,STAR,
1237651758285000983.jpg,STAR,159680587.49616253,35.7294838859025,STAR,
1237651758285001048.jpg,STAR,422566896.8508194,40.22153282218849,STAR,
1237651758285001047.jpg,STAR,310983056.9832841,20.955601133623162,STAR,
1237651758284934797.jpg,STAR,613277137.507011,37.61642768219882,STAR,
1237651758285001849.jpg,STAR,665305937.227616,25.962572723432462,STAR,
1237651758284997717.jpg,STAR,635612961.181402,45.50379657431136,STAR,
1237651758284997706.jpg,STAR,1027595594.6361657,52.6007566353979,STAR,
1237651758285001850.jpg,STAR,465874995.5124483,21.271028601838857,STAR,
1237651758284996773.jpg,STAR,1641473033.0554163,88.64893811020463,STAR,
1237651758285000978.jpg,STAR,406175852.4737025,25.112381531250765,STAR,
1237651758284997869.jpg,STAR,1229230867.3094318,41.80855164990195,STAR,
1237651758284996781.jpg,STAR,1641838111.6976502,73.26965606348243,STAR,
1237651758284997693.jpg,STAR,1079257338.3971107,54.561391050975764,STAR,
1237651758284934766.jpg,STAR,169896812.3944602,27.055613435270228,STAR,
1237651758284997875.jpg,STAR,2421738594.604636,122.69823038367277,STAR,
1237651758284997755.jpg,STAR,476301846.19640225,69.83186494931932,STAR,
1237651758285001883.jpg,STAR,168687618.15391874,8.609465253811624,STAR,
1237651758284999035.jpg,STAR,134690407.28239924,46.095502160396954,STAR,
1237651758285000981.jpg,STAR,232159102.51268056,56.30752942667477,STAR,
1237651758284934789.jpg,STAR,363201213.4675439,23.99863890282023,STAR,
1237651758284934794.jpg,STAR,182487226.85438296,16.94285050186445,STAR,
1237651758284999772.jpg,STAR,586629953.0621856,77.39976864047736,STAR,
1237651758284997850.jpg,STAR,1259787428.804378,43.917205155692535,STAR,
1237651758285000982.jpg,STAR,371073477.86717075,44.653942360795085,STAR,
1237651758284996782.jpg,STAR,679809958.4672983,44.64273788738121,STAR,
1237651758285001475.jpg,STAR,594259084.5194709,53.139438915668975,STAR,
1237651758284999032.jpg,STAR,127205197.4568305,48.389200793699956,STAR,
1237651758284997698.jpg,STAR,983386252.6691871,67.7083310479128,STAR,
1237651758285002162.jpg,STAR,399406546.5858399,30.50969457046907,STAR,
1237651758284996788.jpg,STAR,860043217.8180166,54.96395991925953,STAR,
1237651758285001474.jpg,STAR,147971478.11191732,9.168229757022624,STAR,
1237651758285001479.jpg,STAR,229718510.52285084,14.664883276980019,STAR,
1237651758284997713.jpg,STAR,957158052.7415577,62.58893360949465,STAR,
1237651758284934767.jpg,STAR,181965805.40215594,21.153238503380678,STAR,
1237651758284999285.jpg,STAR,209691794.1868421,91.89925569696064,STAR,
1237651758284997917.jpg,STAR,312270599.0825823,17.43878108459076,STAR,
1237651758285000980.jpg,STAR,418058537.2439456,34.74399902120174,STAR,
1237651758285001481.jpg,STAR,507471851.46220046,39.76805966307076,STAR,
1237651758284997818.jpg,STAR,781565938.7635424,51.199811898140496,STAR,
1237651758284997692.jpg,STAR,982245084.3543669,65.48141225836963,STAR,
1237651758284934802.jpg,STAR,210198583.21946585,20.008078631428376,STAR,
1237651758284997921.jpg,STAR,927155473.6995226,37.219490263317994,STAR,
1237651758284999039.jpg,STAR,138870262.12776443,42.60944734367428,STAR,
1237651758284997916.jpg,STAR,1457954014.1739748,82.17855796084686,STAR,
1237651758284934780.jpg,STAR,244310449.2383037,22.040147318325904,STAR,
1237651758284934773.jpg,STAR,238133027.74997172,22.847583741115166,STAR,
1237651758284934730.jpg,STAR,363473825.50510377,54.54376494339077,STAR,
1237651758284997913.jpg,STAR,851759722.5875033,54.00182843926872,STAR,
1237651758284934760.jpg,STAR,238512851.90250564,22.876097216343556,STAR,
1237651758284997915.jpg,STAR,234621159.74513367,19.237616792729735,STAR,
1237651758284997849.jpg,STAR,3855089622.838717,248.55644901639167,STAR,
1237651758284998970.jpg,STAR,185594058.52410418,22.994949196109147,STAR,
1237651758285001476.jpg,STAR,161533005.3308089,14.977128280239654,STAR,
1237651758284996789.jpg,STAR,355343557.3312329,31.987999665730648,STAR,
1237651758285001478.jpg,STAR,171986067.2033386,13.366094431663772,STAR,
1237651758284997868.jpg,STAR,2522800282.9412866,124.57848889234887,STAR,
1237651758285001472.jpg,STAR,183057649.8375038,13.488340941870456,STAR,
1237651758284934910.jpg,STAR,93367610.14958048,30.925430475569573,STAR,
1237651758284934778.jpg,STAR,187325589.86653572,21.026448623337565,STAR,
1237651758284997911.jpg,STAR,1533887284.7664042,94.031132609186,STAR,
1237651758284997701.jpg,STAR,657862031.1588557,35.58715886392334,STAR,
1237651758285001473.jpg,STAR,308591404.5717224,19.024565267798515,STAR,
1237651758284998984.jpg,STAR,257006833.59156787,30.174610969291223,STAR,
1237651758284997195.jpg,STAR,306513835.70816445,22.41201247477179,STAR,
1237651758284998972.jpg,STAR,227051518.87582934,39.872001759497465,STAR,
1237651758284999769.jpg,STAR,579924845.2462797,80.83992667763458,STAR,
1237651758284936485.jpg,STAR,210145836.79093483,26.876438259784802,STAR,
1237651758284934765.jpg,STAR,249032663.52599323,21.533892996236602,STAR,
1237651758284997705.jpg,STAR,649780307.7717218,32.24118518401907,STAR,
1237651758284997922.jpg,STAR,1000849134.2916456,66.08326933093839,STAR,
1237651758284997872.jpg,STAR,2317512609.739269,92.57876842658469,STAR,
1237651758284999055.jpg,STAR,186590337.03129193,27.367043614844103,STAR,
1237651758284934771.jpg,STAR,182374163.33449206,21.952059468145805,STAR,
1237651758284934793.jpg,STAR,447140717.56567657,33.94506912312148,STAR,
1237651758284998976.jpg,STAR,188027734.1857354,26.998927520827078,STAR,
1237651758285001477.jpg,STAR,132185543.55000286,9.415714636334027,STAR,
1237651758284997848.jpg,STAR,3701261585.8655977,245.68114527403037,STAR,
1237651758284999286.jpg,STAR,169297045.32671213,22.05693032576179,STAR,
1237651758284999041.jpg,STAR,193648560.90146485,43.90195194206267,STAR,
1237651758284999336.jpg,STAR,294453952.08983094,45.450482119923116,STAR,
